issue_id,bim360_account_id,bim360_project_id,display_id,title,description,type_id,subtype_id,status,assignee_id,assignee_type,due_date,location_id,location_details,linked_document_urn,owner_id,root_cause_id,root_cause_category_id,response,response_by,response_at,opened_by,opened_at,closed_by,closed_at,created_by,created_at,updated_by,updated_at,start_date,deleted_at,snapshot_urn,published
541ad9d4-70f0-4fc9-99d0-c2aeec96ec70,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,167,PushpinTest3D,"",59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,,"",2018-10-20 00:00:00,,,urn:adsk.wipprod:dm.lineage:JU2HW8J5QDyc4ug-ACg7zQ,200902260532621,,,,,,,,,,200902260532621,2018-10-15 10:56:18.264063,,2018-10-31 12:11:10.075579,,,,
b54b1b37-3f58-404f-9038-3772be2d25d1,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,166,PushpinTest2D,"",59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,,"",2018-10-18 00:00:00,,,urn:adsk.wipprod:dm.lineage:SfyXWKGdQP-pG0TR6-nI9w,200902260532621,,,,,,,,,,200902260532621,2018-10-15 10:55:22.705328,,2018-10-22 11:49:28.365,,,,
69091bc1-22a8-4f85-88d5-e043322e0089,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,168,Who Create 2D Pushpin Issue by API (from  member 10-08-9:55 ) ,Who Create 2D Pushpin Issue by API (from   member 10-08-9:55) ,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462015,role,2018-10-21 00:00:00,,Room 3; under the window,urn:adsk.wipprod:dm.lineage:SfyXWKGdQP-pG0TR6-nI9w,BVE5MB3YCEMF,,,,,,,,,,BVE5MB3YCEMF,2018-10-15 11:09:24.972404,,2018-10-22 11:49:28.383,,,,
5fa49fd5-8ba3-4a15-9272-8b4736b3bc6f,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,169,Who Create Pushpin2D Issue by API (from  member 10-15-19:55 ) ,Who Create Pushpin2D Issue by API (from   member 10-15-19:55) ,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462015,role,2018-10-23 00:00:00,,Room 3; under the window,urn:adsk.wipprod:dm.lineage:SfyXWKGdQP-pG0TR6-nI9w,BVE5MB3YCEMF,,,,,,,,,,BVE5MB3YCEMF,2018-10-15 12:47:35.52028,,2018-10-22 11:49:28.391,,,,
2c376d36-b99d-4ad8-ac72-da029ebe998a,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,22,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:43:04.3328,,,4V4WKQJGGQ7N,2018-10-18 07:43:04.332848,4V4WKQJGGQ7N,2018-10-18 02:16:13.39853,,2018-11-10 17:49:55.898879,,,,
bd670dd7-6fd0-44f9-8b37-bd775c3f54bd,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,4,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:47:15.620473,,,4V4WKQJGGQ7N,2018-10-18 07:47:15.620502,4V4WKQJGGQ7N,2018-10-16 08:23:46.361738,,2018-10-22 14:39:42.343,,,,
6498acc4-2349-4725-8284-9b071a41ea99,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,3,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:47:22.652066,,,4V4WKQJGGQ7N,2018-10-18 07:47:22.652098,4V4WKQJGGQ7N,2018-10-16 08:05:08.966664,,2018-10-22 14:39:42.333,,,,
6928e415-2489-4d41-9f02-5794a9eb7a1d,a4f95080-84fe-4281-8d0a-bd8c885695e0,c5b38f2a-6659-4878-9b9f-dd1755d49ac0,2,Revit File Upgrade Log,,ef76a82f-ebda-4542-83ea-0ee47c3c3670,fe92d2b8-85ce-4f6b-b2b3-86ef8331232b,open,,,,,,,4V4WKQJGGQ7N,,,,,,,,,,4V4WKQJGGQ7N,2018-10-16 07:38:06.822278,,2018-10-22 14:39:08.287,,,,
eafe6c2a-4fe4-402d-b9bf-ab462ccb043f,a4f95080-84fe-4281-8d0a-bd8c885695e0,c5b38f2a-6659-4878-9b9f-dd1755d49ac0,4,Revit File Upgrade Log,,ef76a82f-ebda-4542-83ea-0ee47c3c3670,fe92d2b8-85ce-4f6b-b2b3-86ef8331232b,open,,,,,,,4V4WKQJGGQ7N,,,,,,,,,,4V4WKQJGGQ7N,2018-10-16 07:58:41.399922,,2018-10-22 14:39:08.302,,,,
ec832526-a3bf-4af7-a48b-1ae6850523c9,a4f95080-84fe-4281-8d0a-bd8c885695e0,c5b38f2a-6659-4878-9b9f-dd1755d49ac0,5,Revit File Upgrade Log,,ef76a82f-ebda-4542-83ea-0ee47c3c3670,fe92d2b8-85ce-4f6b-b2b3-86ef8331232b,open,,,,,,,4V4WKQJGGQ7N,,,,,,,,,,4V4WKQJGGQ7N,2018-10-16 07:59:31.963535,,2018-10-22 14:39:08.31,,,,
352fb7f5-3545-4602-8b57-f590efaabff5,a4f95080-84fe-4281-8d0a-bd8c885695e0,c5b38f2a-6659-4878-9b9f-dd1755d49ac0,6,Revit File Upgrade Log,,ef76a82f-ebda-4542-83ea-0ee47c3c3670,fe92d2b8-85ce-4f6b-b2b3-86ef8331232b,open,,,,,,,4V4WKQJGGQ7N,,,,,,,,,,4V4WKQJGGQ7N,2018-10-16 08:00:22.290499,,2018-10-22 14:39:08.318,,,,
c23f9d41-d1db-48d4-9334-c8d4aae7c1e0,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,5,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:47:07.560591,,,4V4WKQJGGQ7N,2018-10-18 07:47:07.560619,4V4WKQJGGQ7N,2018-10-16 08:42:40.663081,,2018-10-22 14:39:42.35,,,,
4f97c997-ae32-4d3a-a4be-72b64e2071da,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,6,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:47:00.264249,,,4V4WKQJGGQ7N,2018-10-18 07:47:00.264282,4V4WKQJGGQ7N,2018-10-16 14:15:08.415915,,2018-10-22 14:39:42.36,,,,
cbfbe858-4cea-4ed9-aec9-559755b0c24a,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,9,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:46:36.863987,,,4V4WKQJGGQ7N,2018-10-18 07:46:36.864016,4V4WKQJGGQ7N,2018-10-16 15:23:05.404602,,2018-10-22 14:39:42.382,,,,
2200a3a9-4646-485c-9c23-6940ea18d8bb,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,8,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:46:43.809689,,,4V4WKQJGGQ7N,2018-10-18 07:46:43.809726,4V4WKQJGGQ7N,2018-10-16 15:18:57.267537,,2018-10-22 14:39:42.375,,,,
09390ac5-6124-4456-88b1-bc4c2b648b51,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,10,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:46:28.201259,,,4V4WKQJGGQ7N,2018-10-18 07:46:28.201294,4V4WKQJGGQ7N,2018-10-17 00:22:56.634887,,2018-10-22 14:39:42.39,,,,
08512204-b81b-4875-8885-7bf803526e79,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,11,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:46:21.108787,,,4V4WKQJGGQ7N,2018-10-18 07:46:21.108856,4V4WKQJGGQ7N,2018-10-17 00:38:51.695404,,2018-10-22 14:39:42.397,,,,
5d18b3a1-f6bc-49e8-b4e6-ec6b5f12045c,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,12,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:46:13.954564,,,4V4WKQJGGQ7N,2018-10-18 07:46:13.954591,4V4WKQJGGQ7N,2018-10-17 00:51:02.367017,,2018-10-22 14:39:42.408,,,,
8e574efe-7e5d-469d-8890-27a658cf524a,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,13,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:46:06.80235,,,4V4WKQJGGQ7N,2018-10-18 07:46:06.802384,4V4WKQJGGQ7N,2018-10-17 02:43:04.892802,,2018-10-22 14:39:42.416,,,,
a8ebe7fc-6f85-4028-bf7a-a9dce547c5fd,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,15,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:45:51.143261,,,4V4WKQJGGQ7N,2018-10-18 07:45:51.143299,4V4WKQJGGQ7N,2018-10-17 02:59:09.851599,,2018-10-22 14:39:42.43,,,,
7fe20f23-1992-4b82-b771-d673b98df1a3,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,16,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:44:04.295323,,,4V4WKQJGGQ7N,2018-10-18 07:44:04.295356,4V4WKQJGGQ7N,2018-10-17 06:04:29.206559,,2018-10-22 14:39:42.438,,,,
9239b84a-e823-4a69-bbb5-bdbdafacb4ca,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,18,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:45:40.961705,,,4V4WKQJGGQ7N,2018-10-18 07:45:40.961733,4V4WKQJGGQ7N,2018-10-17 06:19:13.116106,,2018-10-22 14:39:42.453,,,,
ac14e5f8-16d4-4fc5-a105-f89a00bd27c7,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,17,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:43:55.916583,,,4V4WKQJGGQ7N,2018-10-18 07:43:55.916612,4V4WKQJGGQ7N,2018-10-17 06:15:32.54366,,2018-10-22 14:39:42.446,,,,
7f9f25b5-4808-4e83-9609-fd1c9d02be7d,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,19,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:43:47.050966,,,4V4WKQJGGQ7N,2018-10-18 07:43:47.050999,4V4WKQJGGQ7N,2018-10-17 06:22:10.566428,,2018-10-22 14:39:42.461,,,,
1042e73f-cf32-49cf-80f3-805d1b444692,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,20,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:43:23.24213,,,4V4WKQJGGQ7N,2018-10-18 07:43:23.242161,4V4WKQJGGQ7N,2018-10-17 06:26:15.421337,,2018-10-22 14:39:42.468,,,,
9974886e-3042-4095-9f0f-3d946408ec6c,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,28,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:39:48.338454,,,4V4WKQJGGQ7N,2018-10-18 07:39:48.338486,4V4WKQJGGQ7N,2018-10-18 06:45:26.249144,,2018-10-22 14:39:42.531,,,,
5bed884c-aca0-40c8-b466-13154fb26cc2,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,21,Revit File Upgrade Log,,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:43:14.530236,,,4V4WKQJGGQ7N,2018-10-18 07:43:14.53027,4V4WKQJGGQ7N,2018-10-17 14:27:41.840841,,2018-10-22 14:39:42.476,,,,
7d2b7099-dafd-4fcc-b42d-3f8351f7fb94,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,27,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:40:04.106356,,,4V4WKQJGGQ7N,2018-10-18 07:40:04.10639,4V4WKQJGGQ7N,2018-10-18 06:03:52.379915,,2018-10-22 14:39:42.524,,,,
5f310bf3-fa68-4788-a6f7-19977dd77ef8,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,170,2beams-1.ifc failed to be migrated,2beams-1.ifc failed to be migrated. Please check the attached log file,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,W8ZDPLUTSJKZ,user,2018-10-18 00:00:00,,,,200902260532621,,,,,,,,,,200902260532621,2018-10-18 06:41:23.784188,,2018-10-22 11:49:28.4,,,,
f0c66bff-c0ee-426b-a0b8-36bf63744dd0,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,174,2beams-1.ifc failed to be migrated,2beams-1.ifc failed to be migrated. Please check the attached log file,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,closed,200902260532621,user,2018-10-18 00:00:00,,,,200902260532621,,,confirmed,200902260532621,2018-10-19 15:27:59.565586,,,200902260532621,2018-10-19 15:27:59.565618,200902260532621,2018-10-18 07:03:23.88559,,2018-10-22 11:49:28.443,,,,
f29e5cce-55e0-47e4-b867-9570e683ff6b,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,34,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-20 09:38:33.795271,,,4V4WKQJGGQ7N,2018-10-20 09:38:33.795305,4V4WKQJGGQ7N,2018-10-18 13:40:12.479708,,2018-10-22 14:39:42.577,,,,
c237c92f-08b8-44f1-b850-e787942fd04b,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,25,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:40:38.101531,,,4V4WKQJGGQ7N,2018-10-18 07:40:38.101561,4V4WKQJGGQ7N,2018-10-18 05:51:19.919055,,2018-10-22 14:39:42.509,,,,
c99bec00-c62a-42dc-8219-719ea7495e03,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,26,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:40:26.384122,,,4V4WKQJGGQ7N,2018-10-18 07:40:26.384156,4V4WKQJGGQ7N,2018-10-18 05:54:09.063552,,2018-10-22 14:39:42.517,,,,
19a5105f-3a2f-474c-967c-903b9e91a675,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,24,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 07:40:48.1417,,,4V4WKQJGGQ7N,2018-10-18 07:40:48.141726,4V4WKQJGGQ7N,2018-10-18 05:41:54.594803,,2018-10-22 14:39:42.501,,,,
e999b121-bfc3-4b9d-8d68-7ed419262b26,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,173,2beams-1.ifc failed to be migrated,2beams-1.ifc failed to be migrated. Please check the attached log file,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,W8ZDPLUTSJKZ,user,2018-10-18 00:00:00,,,,200902260532621,,,,,,,,,,200902260532621,2018-10-18 06:58:19.706114,,2018-10-22 11:49:28.433,,,,
a71c5cd9-58a2-4034-884d-d83b71bf129f,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,171,2beams-1.ifc failed to be migrated,2beams-1.ifc failed to be migrated. Please check the attached log file,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,closed,200902260532621,user,2018-10-18 00:00:00,,,,200902260532621,,,closed,200902260532621,2018-10-19 15:28:08.053448,,,200902260532621,2018-10-19 15:28:08.053475,200902260532621,2018-10-18 06:46:13.640674,,2018-10-22 11:49:28.415,,,,
758c8c09-2995-4507-848c-e47546f73181,a4f95080-84fe-4281-8d0a-bd8c885695e0,6968a5b5-5d39-43cb-b4c4-5c5a1828f8f0,172,2beams-1.ifc failed to be migrated,2beams-1.ifc failed to be migrated. Please check the attached log file,59473ee7-0ba2-40af-9235-badb99c3f0e9,5bb51ccb-b37f-4723-934c-027946501995,open,7462015,role,2018-10-18 00:00:00,,,,200902260532621,,,,,,,,,,200902260532621,2018-10-18 06:56:14.324727,,2018-10-22 11:49:28.424,,,,
cf239d35-f311-41b8-b863-44911598449c,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,29,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,test,4V4WKQJGGQ7N,2018-10-18 07:35:46.253049,,,4V4WKQJGGQ7N,2018-10-18 07:35:46.253083,4V4WKQJGGQ7N,2018-10-18 07:29:03.103469,,2018-10-22 14:39:42.539,,,,
2444d512-df4c-42bd-a890-d9555ad44120,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,30,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 13:26:50.776847,,,4V4WKQJGGQ7N,2018-10-18 13:26:50.776887,4V4WKQJGGQ7N,2018-10-18 07:59:44.191844,,2018-10-22 14:39:42.546,,,,
a8a0b472-5e6a-473f-93f8-6d63b1860d29,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,32,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 13:27:06.301953,,,4V4WKQJGGQ7N,2018-10-18 13:27:06.301985,4V4WKQJGGQ7N,2018-10-18 08:20:35.517365,,2018-10-22 14:39:42.562,,,,
09e8beb0-f6e8-48b9-9320-28b50e9e2117,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,31,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-18 13:27:00.396596,,,4V4WKQJGGQ7N,2018-10-18 13:27:00.396628,4V4WKQJGGQ7N,2018-10-18 08:06:21.486316,,2018-10-22 14:39:42.553,,,,
c1a65548-e6da-4002-86c0-5b8f3dfd1b98,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,33,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-20 09:38:39.74827,,,4V4WKQJGGQ7N,2018-10-20 09:38:39.748303,4V4WKQJGGQ7N,2018-10-18 13:28:54.334809,,2018-10-22 14:39:42.569,,,,
8c349d15-6332-43dd-9c44-24238958f529,a4f95080-84fe-4281-8d0a-bd8c885695e0,84ab62e5-d6eb-4691-aa32-6f5632421d92,35,Revit File Upgrade Log,Log file containing the detail information about the upgrade job,7c3c4b35-caf1-44b2-ae8a-5708af1c124e,57ba0f7b-0b26-4d26-a80c-dcc565842538,closed,4V4WKQJGGQ7N,user,2018-10-18 00:00:00,,,,4V4WKQJGGQ7N,,,a,4V4WKQJGGQ7N,2018-10-20 09:38:27.254784,,,4V4WKQJGGQ7N,2018-10-20 09:38:27.254813,4V4WKQJGGQ7N,2018-10-18 13:55:42.856426,,2018-10-22 14:39:42.587,,,,
a23efd4c-20a9-4d3f-b9dd-6e18e98074e2,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,1,werner,a test to create issue from app,7c5a42c9-b67f-45bb-87eb-6011e8d60f72,a77bdb6a-13d4-4733-a46d-e4683b86b1b2,open,7462015,role,,,,,200811200407804,,,,,,,,,,200811200407804,2018-10-02 14:26:41.470411,,2018-10-22 12:35:54.048,,,,
a6bd3863-f422-453a-8b4b-ae740bc27f76,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,4,werner,a test to create issue from app,7c5a42c9-b67f-45bb-87eb-6011e8d60f72,a77bdb6a-13d4-4733-a46d-e4683b86b1b2,open,7462015,role,,,,,200811200407804,,,,,,,,,,200811200407804,2018-10-02 14:26:42.238963,,2018-10-22 12:35:54.071,,,,
aab19a88-4b5b-453b-9147-6b8d38c902bf,a4f95080-84fe-4281-8d0a-bd8c885695e0,b4589cd9-ef9f-44a0-bea9-cc0dbc7f4544,5,werner,a test to create issue from app,7c5a42c9-b67f-45bb-87eb-6011e8d60f72,a77bdb6a-13d4-4733-a46d-e4683b86b1b2,open,7462015,role,,,,,200811200407804,,,,,,,,,,200811200407804,2018-10-02 14:26:44.207355,,2018-10-22 12:35:54.079,,,,
